REP_DATE,REP_TIME,APD_sector,RACE_KNOWN,Reason for Stop – TCOLE form,SEX,APD_RACE_DESC,Person Search YN,Search Found,X_COORDINATE,Y_COORDINATE
11/27/2019,320,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3139623,10084178
11/28/2019,321,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3137819,10055624
11/23/2019,2153,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3128473,10103674
12/16/2019,1830,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,WEAPONS,3127106,10055361
12/16/2019,209,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3094623,10144546
12/15/2019,2205,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3137400,10108857
11/29/2019,33,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3105402,10154518
11/18/2019,2148,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,DRUGS,3123743,10086569
11/18/2019,2148,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,DRUGS,3123743,10086569
11/27/2019,1343,CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,WHITE,YES = 1,NOTHING,3123843,10065368
11/27/2019,1343,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3123843,10065368
12/12/2019,2237,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3116414,10070250
11/23/2019,329,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3123636,10118639
12/8/2019,249,CH,,Moving Traffic Violation,F,HISPANIC OR LATINO,,,3139837,10083931
11/17/2019,323,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3115183,10070857
11/27/2019,234,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES = 1,OTHER,3104078,10038622
12/13/2019,223,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3129826,10068218
12/31/2019,2342,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3116618,10069141
11/16/2019,1752,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3111283,10044386
12/5/2019,335,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3127313,10133503
12/30/2019,1,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3124866,10089833
11/19/2019,1853,CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),F,HISPANIC OR LATINO,YES = 1,NOTHING,3123843,10065368
11/19/2019,1853,CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),F,HISPANIC OR LATINO,NO = 2,NOTHING,3123843,10065368
12/25/2019,2121,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3134629,10122153
12/29/2019,11,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3105494,10087605
11/16/2019,2151,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO = 2,,3132220,10071223
12/5/2019,459,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3112206,10071566
12/4/2019,2104,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES = 1,OTHER,3111151,10065303
11/18/2019,144,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,DRUGS,3118309,10069671
12/3/2019,2317,HE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3119100,10057764
12/1/2019,2224,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3127106,10055361
12/15/2019,2325,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3117252,10071847
11/18/2019,2121,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3135844,10131883
9/21/2019,2020,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES = 1,OTHER,3124611,10086138
12/20/2019,116,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,CASH,3105604,10089918
11/20/2019,26,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,OTHER,,
12/18/2019,9,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3125270,10090522
12/5/2019,30,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3111738,10071612
11/20/2019,2228,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,WEAPONS,3116411,10035017
11/25/2019,1503,CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3116587,10068234
12/4/2019,20,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3128535,10100448
12/5/2019,2218,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3122348,10115611
12/6/2019,13,HE,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3132723,10058992
12/4/2019,1951,UT,,Moving Traffic Violation,F,BLACK,,,3119774,10075098
11/29/2019,1004,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3112484,10059377
11/23/2019,1748,FR,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3097385,10036178
12/4/2019,2147,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3109726,10085133
11/22/2019,56,CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3121752,10067430
11/22/2019,56,CH,,Moving Traffic Violation,M,BLACK,,,3121752,10067430
12/17/2019,110,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3108465,10055195
11/20/2019,2327,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,WEAPONS,3100165,10135940
12/8/2019,1616,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3127942,10105660
11/26/2019,501,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES = 1,NOTHING,3092946,10042617
11/17/2019,213,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3082915,10058504
12/6/2019,123,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,OTHER,3081628,10044132
12/6/2019,2242,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3073682,10042677
12/6/2019,2119,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3119015,10111588
11/19/2019,441,BA,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3125657,10077650
11/23/2019,1836,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,,
12/31/2019,1627,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,OTHER,3133785,10077354
12/8/2019,235,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,OTHER,3112826,10072312
11/17/2019,441,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3109796,10052831
12/20/2019,1123,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,NO = 2,,3124413,10066829
12/8/2019,2216,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3113924,10084542
12/20/2019,257,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3141040,10084108
12/24/2019,1924,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3104793,10043078
12/30/2019,130,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3140917,10124604
12/29/2019,2256,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO = 2,,3124745,10087576
12/7/2019,2312,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3125026,10051714
12/7/2019,346,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3125965,10094745
12/23/2019,1423,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,DRUGS,3110353,10099980
12/24/2019,147,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,OTHER,3117762,10104950
12/2/2019,2248,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3120913,10058556
12/9/2019,541,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,DRUGS,3117441,10072197
12/7/2019,2316,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3116386,10051629
12/1/2019,48,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3100713,10033707
11/16/2019,34,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3115532,10110404
11/21/2019,412,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,CASH,3138820,10077897
12/11/2019,256,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3110923,10072033
12/26/2019,2349,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3112449,10103606
12/31/2019,125,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3125117,10080011
12/19/2019,2339,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3134770,10078537
12/13/2019,1859,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,OTHER,3115936,10069713
12/30/2019,220,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3117293,10071729
11/16/2019,139,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3119368,10058922
11/18/2019,430,88,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3155724,10090302
12/28/2019,2336,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,BLACK,YES = 1,NOTHING,3130992,10095060
12/23/2019,132,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3114345,10043804
12/14/2019,2233,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3101763,10145253
12/12/2019,1312,AD,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,DRUGS,3109342,10127585
12/1/2019,2032,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3120515,10055470
12/13/2019,148,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,CASH,3114059,10072691
12/21/2019,2105,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3101763,10145253
11/15/2019,154,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3118783,10061822
11/26/2019,2323,FR,,Moving Traffic Violation,F,BLACK,,,3114928,10035879
11/26/2019,2323,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3114928,10035879
11/21/2019,2259,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3120515,10055470
12/27/2019,2046,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,WEAPONS,3121437,10058363
11/30/2019,132,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3127084,10089162
11/30/2019,132,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3127084,10089162
12/2/2019,150,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,OTHER,3129377,10104746
12/3/2019,1953,CH,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3128924,10070287
12/24/2019,16,CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3145599,10093607
12/16/2019,1029,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,OTHER,3132685,10113210
12/16/2019,1029,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3132685,10113210
12/7/2019,254,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,OTHER,3101177,10032404
11/19/2019,2319,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3131795,10082490
11/21/2019,2206,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,NO = 2,,3120233,10058980
12/5/2019,1824,88,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,OTHER,3131088,10138983
12/5/2019,1824,88,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3131088,10138983
11/24/2019,42,CH,,Moving Traffic Violation,M,BLACK,,,3125493,10077858
11/24/2019,105,ID,,Moving Traffic Violation,M,WHITE,,,3129951,10090744
11/24/2019,1115,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES = 1,NOTHING,3107975,10044940
12/25/2019,25,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3121531,10055852
12/13/2019,22,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3128919,10073235
11/21/2019,1929,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,CASH,3134399,10110933
12/18/2019,2158,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,OTHER,3116612,10070581
11/16/2019,15,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3120237,10078616
12/17/2019,2155,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3122360,10103628
12/20/2019,2318,FR,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO = 2,,3109654,10044364
11/14/2019,1628,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3130813,10073236
11/14/2019,1628,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3130813,10073236
12/3/2019,2306,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3127035,10106224
11/27/2019,346,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3122651,10096422
12/26/2019,1905,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3121503,10095707
11/22/2019,203,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3142132,10118703
12/3/2019,1805,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,DRUGS,3126131,10099946
11/19/2019,238,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,OTHER,3124892,10068113
11/22/2019,200,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3114949,10069464
12/24/2019,2311,CH,,Moving Traffic Violation,M,BLACK,,,3117100,10069985
12/9/2019,119,DA,,Moving Traffic Violation,F,HISPANIC OR LATINO,,,3082045,10058905
12/9/2019,1531,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,OTHER,3120913,10058556
12/24/2019,38,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,DRUGS,3113603,10045140
11/24/2019,220,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3107172,10054890
12/30/2019,2318,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3117855,10057197
12/30/2019,7,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,WEAPONS,3099708,10055487
12/2/2019,52,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3123559,10107908
12/16/2019,21,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3128324,10052290
12/16/2019,40,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3120796,10090846
11/20/2019,1925,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3117388,10057470
12/2/2019,414,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES = 1,DRUGS,3125692,10096360
12/17/2019,48,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3109222,10061193
12/24/2019,2118,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3122936,10083047
12/13/2019,2154,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES = 1,NOTHING,3136604,10077044
12/26/2019,2344,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3128202,10099438
12/1/2019,2152,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,OTHER,3118441,10090876
12/28/2019,2043,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3117367,10068063
11/21/2019,327,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3118643,10062127
11/22/2019,2037,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3106491,10046404
11/25/2019,40,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,CASH,3112058,10042772
11/24/2019,202,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3134113,10125638
11/20/2019,400,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,DRUGS,3152816,10037308
11/25/2019,541,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,DRUGS,3125117,10080011
12/8/2019,1519,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3130329,10065686
12/22/2019,524,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,OTHER,3137461,10108137
12/2/2019,2147,ID,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3122149,10097960
12/4/2019,136,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3125982,10129187
12/17/2019,1853,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,CASH,3124983,10090699
12/9/2019,1958,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3131136,10112573
12/13/2019,1354,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,ASIAN,YES = 1,NOTHING,3120457,10058415
11/16/2019,448,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3133920,10077970
12/2/2019,1909,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,NO = 2,,3113298,10042933
